
1.1,BlackScreen,1,,,,,,
0,Sound,Flash,,  x   y
0,HeartTeleport,320,310,,,,,,
1,BoneV,150,222,30,0,150,1

1,BoneV,550,222,30,2,150,2

1,BoneV,150,222,30,0,150,2

1,BoneV,150,222,30,0,150,1

1,BoneV,550,222,30,2,150,1

1,BoneV,550,222,30,2,150,2

1,BoneV,150,222,30,0,150,1

3,BoneV,550,222,30,2,225,1

0,BoneV,85,222,30,0,225,1

1,BoneV,550,222,30,2,225,2

0,BoneV,85,222,30,0,225,2

2.9,BoneStab,3,30,0.5,0.3


1.7,SansSlam,1
0,SansBody,HandDown,,

0.1,GasterBlaster,2,0,600,170,385,360,0.7,0.6
0,GasterBlaster,2,600,600,470,385,180,0.7,0.6

1.2,SansText,Here you go kid...,,
0,SansText,MY LAST ATTACK..,,
1.2,SansHead,ClosedEyes,,
0.1,HeartMode,0,,,,
0,SansSweat,3
0.5,SansTorso,Default,,

1,SansHead,BlueEye,,

0.1,GasterBlaster,1,0,600,170,385,360,10,0.7
0,GasterBlaster,1,0,600,241.5,460,270,10,0.7
0,GasterBlaster,1,600,0,400,160,90,10,0.7
0,GasterBlaster,1,600,0,470,230,180,10,0.7

0.8,GasterBlaster,1,600,600,175,305,360,10.6,0.6
0,GasterBlaster,1,600,600,465,305,180,10.6,0.6
0,GasterBlaster,1,300,600,320,455,270,10.6,0.6
0,GasterBlaster,1,0,300,320,160,90,10.6,0.6

0.8,GasterBlaster,1,0,600,186,445,315,11.2,0.6
0,GasterBlaster,1,0,600,467,445,224,11.2,0.6
0,GasterBlaster,1,0,600,460,170,136,11.2,0.6
0,GasterBlaster,1,0,600,186,170,44.5,11.2,0.6


0.8,GasterBlaster,0.1,600,0,380,70,90,12.4,0.6
0,GasterBlaster,0.1,600,0,320,70,90,12.4,0.6
0,GasterBlaster,0.1,600,0,263,70,90,12.4,0.6
0,GasterBlaster,0.1,600,0,595,368,180,12.4,0.6
0,GasterBlaster,0.1,600,0,595,308,180,12.4,0.6
0,GasterBlaster,0.1,600,0,595,251,180,12.4,0.6


0.8,GasterBlaster,1,0,0,183,350,360,28,0.6

0,GasterBlaster,1,0,0,183,260,360,28,0.6

0,GasterBlaster,1,0,0,460,350,180,28,0.6

0,GasterBlaster,1,0,0,460,260,180,28,0.6


0.8,GasterBlaster,0.1,600,300,320,160,90,13,0.6
0,GasterBlaster,0.1,600,600,260,168,67.5,13.2,0.6
0,GasterBlaster,0.1,600,600,210,196,44.5,13.4,0.6
0,GasterBlaster,0.1,600,600,185,250,20,13.6,0.6
0,GasterBlaster,0.1,600,600,175,305,360,13.8,0.6
0,GasterBlaster,0.1,600,600,190,365,341,14,0.6
0,GasterBlaster,0.1,600,600,210,420,315,14.2,0.6
0,GasterBlaster,0.1,300,600,263,445,290,14.4,0.6
0,GasterBlaster,0.1,300,600,320,455,270,14.6,0.6
0,GasterBlaster,0.1,300,600,377,450,252,14.8,0.6
0,GasterBlaster,0.1,600,600,435,420,224,15,0.6
0,GasterBlaster,0.1,600,600,460,370,204,15.2,0.6
0,GasterBlaster,0.1,600,600,465,305,180,15.4,0.6
0,GasterBlaster,0.1,600,600,455,240,150,15.6,0.6
0,GasterBlaster,0.1,600,600,435,196,136,15.8,0.6
0,GasterBlaster,0.1,600,300,377,172,110,16,0.6


0,GasterBlaster,0.1,600,300,320,160,90,16.2,0.6
0,GasterBlaster,0.1,600,600,260,168,67.5,16.4,0.6
0,GasterBlaster,0.1,600,600,210,196,44.5,16.6,0.6
0,GasterBlaster,0.1,600,600,185,250,20,16.8,0.6
0,GasterBlaster,0.1,600,600,175,305,360,17,0.6
0,GasterBlaster,0.1,600,600,190,365,341,17.2,0.6
0,GasterBlaster,0.1,600,600,210,420,315,17.4,0.6
0,GasterBlaster,0.1,300,600,263,445,290,17.6,0.6
0,GasterBlaster,0.1,300,600,320,455,270,17.8,0.6
0,GasterBlaster,0.1,300,600,377,450,252,18,0.6
0,GasterBlaster,0.1,600,600,435,420,224,18.2,0.6
0,GasterBlaster,0.1,600,600,460,370,204,18.4,0.6
0,GasterBlaster,0.1,600,600,465,305,180,18.6,0.6
0,GasterBlaster,0.1,600,600,455,240,150,18.8,0.6
0,GasterBlaster,0.1,600,600,435,196,136,19,0.6
0,GasterBlaster,0.1,600,300,377,172,110,19.2,0.6


0,GasterBlaster,0.1,600,300,320,160,90,19.4,0.6
0,GasterBlaster,0.1,600,600,260,168,67.5,19.6,0.6
0,GasterBlaster,0.1,600,600,210,196,44.5,19.8,0.6
0,GasterBlaster,0.1,600,600,185,250,20,20,0.6
0,GasterBlaster,0.1,600,600,175,305,360,20.2,0.6
0,GasterBlaster,0.1,600,600,190,365,341,20.4,0.6
0,GasterBlaster,0.1,600,600,210,420,315,20.6,0.6
0,GasterBlaster,0.1,300,600,263,445,290,20.8,0.6
0,GasterBlaster,0.1,300,600,320,455,270,21,0.6
0,GasterBlaster,0.1,300,600,377,450,252,21.2,0.6
0,GasterBlaster,0.1,600,600,435,420,224,21.4,0.6
0,GasterBlaster,0.1,600,600,460,370,204,21.6,0.6
0,GasterBlaster,0.1,600,600,465,305,180,21.8,0.6
0,GasterBlaster,0.1,600,600,455,240,150,22,0.6
0,GasterBlaster,0.1,600,600,435,196,136,22.2,0.6
0,GasterBlaster,0.1,600,300,377,172,110,22.4,0.6
0,GasterBlaster,0.1,600,300,320,160,90,22.6,0.6


0,GasterBlaster,0.1,600,600,260,168,67.5,22.8,0.6
0,GasterBlaster,0.1,600,600,210,196,44.5,23,0.6
0,GasterBlaster,0.1,600,600,185,250,20,23.2,0.6
0,GasterBlaster,0.1,600,600,175,305,360,23.4,0.6
0,GasterBlaster,0.1,600,600,190,365,341,23.6,0.6
0,GasterBlaster,0.1,600,600,210,420,315,23.8,0.6
0,GasterBlaster,0.1,300,600,263,445,290,24,0.6
0,GasterBlaster,0.1,300,600,320,455,270,24.2,0.6
0,GasterBlaster,0.1,300,600,377,450,252,24.4,0.6
0,GasterBlaster,0.1,600,600,435,420,224,24.6,0.6
0,GasterBlaster,0.1,600,600,460,370,204,24.8,0.6
0,GasterBlaster,0.1,600,600,465,305,180,25,0.6
0,GasterBlaster,0.1,600,600,455,240,150,25.2,0.6
0,GasterBlaster,0.1,600,600,435,196,136,25.4,0.6
0,GasterBlaster,0.1,600,300,377,172,110,25.6,0.6
0,GasterBlaster,0.1,600,300,320,160,90,25.8,0.6





0.8,GasterBlaster,0.1,0,600,200,230,360,30.025,0.6
0,GasterBlaster,0.1,0,600,200,235,360,30.050,0.6
0,GasterBlaster,0.1,0,600,200,240,360,30.075,0.6
0,GasterBlaster,0.1,0,600,200,245,360,30.100,0.6
0,GasterBlaster,0.1,0,600,200,250,360,30.125,0.6
0,GasterBlaster,0.1,0,600,200,255,360,30.150,0.6
0,GasterBlaster,0.1,0,600,200,260,360,30.175,0.6
0,GasterBlaster,0.1,0,600,200,265,360,30.200,0.6
0,GasterBlaster,0.1,0,600,200,270,360,30.225,0.6
0,GasterBlaster,0.1,0,600,200,275,360,30.250,0.6
0,GasterBlaster,0.1,0,600,200,280,360,30.275,0.6
0,GasterBlaster,0.1,0,600,200,285,360,30.300,0.6
0,GasterBlaster,0.1,0,600,200,290,360,30.325,0.6
0,GasterBlaster,0.1,0,600,200,295,360,30.350,0.6
0,GasterBlaster,0.1,0,600,200,300,360,30.375,0.6
0,GasterBlaster,0.1,0,600,200,305,360,30.400,0.6
0,GasterBlaster,0.1,0,600,200,310,360,30.425,0.6
0,GasterBlaster,0.1,0,600,200,315,360,30.450,0.6
0,GasterBlaster,0.1,0,600,200,320,360,30.475,0.6
0,GasterBlaster,0.1,0,600,200,325,360,30.500,0.6
0,GasterBlaster,0.1,0,600,200,330,360,30.525,0.6
0,GasterBlaster,0.1,0,600,200,335,360,30.550,0.6
0,GasterBlaster,0.1,0,600,200,340,360,30.575,0.6
0,GasterBlaster,0.1,0,600,200,345,360,30.600,0.6
0,GasterBlaster,0.1,0,600,200,350,360,30.625,0.6
0,GasterBlaster,0.1,0,600,200,355,360,30.650,0.6
0,GasterBlaster,0.1,0,600,200,360,360,30.675,0.6


0,GasterBlaster,0.1,0,600,270,470,270,30.700,0.6
0,GasterBlaster,0.1,0,600,275,470,270,30.725,0.6
0,GasterBlaster,0.1,0,600,280,470,270,30.750,0.6
0,GasterBlaster,0.1,0,600,285,470,270,30.775,0.6
0,GasterBlaster,0.1,0,600,290,470,270,30.800,0.6
0,GasterBlaster,0.1,0,600,295,470,270,30.825,0.6
0,GasterBlaster,0.1,0,600,300,470,270,30.850,0.6
0,GasterBlaster,0.1,0,600,305,470,270,30.875,0.6
0,GasterBlaster,0.1,0,600,310,470,270,30.900,0.6
0,GasterBlaster,0.1,0,600,315,470,270,30.925,0.6
0,GasterBlaster,0.1,0,600,320,470,270,30.950,0.6
0,GasterBlaster,0.1,0,600,325,470,270,30.975,0.6
0,GasterBlaster,0.1,0,600,330,470,270,31,0.6
0,GasterBlaster,0.1,0,600,335,470,270,31.025,0.6
0,GasterBlaster,0.1,0,600,340,470,270,31.050,0.6
0,GasterBlaster,0.1,0,600,345,470,270,31.075,0.6
0,GasterBlaster,0.1,0,600,350,470,270,31.100,0.6
0,GasterBlaster,0.1,0,600,355,470,270,31.125,0.6
0,GasterBlaster,0.1,0,600,360,470,270,31.150,0.6
0,GasterBlaster,0.1,0,600,365,470,270,31.175,0.6
0,GasterBlaster,0.1,0,600,370,470,270,31.200,0.6
0,GasterBlaster,0.1,0,600,375,470,270,31.225,0.6
0,GasterBlaster,0.1,0,600,380,470,270,31.250,0.6
0,GasterBlaster,0.1,0,600,385,470,270,31.275,0.6
0,GasterBlaster,0.1,0,600,390,470,270,31.300,0.6
0,GasterBlaster,0.1,0,600,395,470,270,31.325,0.6
0,GasterBlaster,0.1,0,600,400,470,270,31.350,0.6






0,GasterBlaster,0.1,600,0,400,160,90,35.025,0.7
0,GasterBlaster,0.1,600,0,475,225,180,35.050,0.7
0,GasterBlaster,0.1,600,0,395,160,90,35.075,0.7
0,GasterBlaster,0.1,600,0,475,230,180,35.100,0.7
0,GasterBlaster,0.1,600,0,390,160,90,35.125,0.7
0,GasterBlaster,0.1,600,0,475,235,180,35.150,0.7
0,GasterBlaster,0.1,600,0,385,160,90,35.175,0.7
0,GasterBlaster,0.1,600,0,475,240,180,35.200,0.7
0,GasterBlaster,0.1,600,0,380,160,90,35.225,0.7
0,GasterBlaster,0.1,600,0,475,245,180,35.250,0.7
0,GasterBlaster,0.1,600,0,375,160,90,35.275,0.7
0,GasterBlaster,0.1,600,0,475,250,180,35.300,0.7
0,GasterBlaster,0.1,600,0,370,160,90,35.325,0.7
0,GasterBlaster,0.1,600,0,475,255,180,35.350,0.7
0,GasterBlaster,0.1,600,0,365,160,90,35.375,0.7
0,GasterBlaster,0.1,600,0,475,260,180,35.400,0.7
0,GasterBlaster,0.1,600,0,360,160,90,35.425,0.7
0,GasterBlaster,0.1,600,0,475,265,180,35.450,0.7
0,GasterBlaster,0.1,600,0,355,160,90,35.475,0.7
0,GasterBlaster,0.1,600,0,475,270,180,35.500,0.7
0,GasterBlaster,0.1,600,0,350,160,90,35.525,0.7
0,GasterBlaster,0.1,600,0,475,275,180,35.550,0.7
0,GasterBlaster,0.1,600,0,345,160,90,35.575,0.7
0,GasterBlaster,0.1,600,0,475,280,180,35.600,0.7
0,GasterBlaster,0.1,600,0,340,160,90,35.625,0.7
0,GasterBlaster,0.1,600,0,475,285,180,35.650,0.7
0,GasterBlaster,0.1,600,0,335,160,90,35.675,0.7
0,GasterBlaster,0.1,600,0,475,290,180,35.700,0.7
0,GasterBlaster,0.1,600,0,330,160,90,35.725,0.7
0,GasterBlaster,0.1,600,0,475,295,180,35.750,0.7
0,GasterBlaster,0.1,600,0,325,160,90,35.775,0.7
0,GasterBlaster,0.1,600,0,475,300,180,35.800,0.7
0,GasterBlaster,0.1,600,0,320,160,90,35.825,0.7
0,GasterBlaster,0.1,600,0,475,305,180,35.850,0.7
0,GasterBlaster,0.1,600,0,315,160,90,35.875,0.7
0,GasterBlaster,0.1,600,0,475,310,180,35.900,0.7
0,GasterBlaster,0.1,600,0,310,160,90,35.925,0.7
0,GasterBlaster,0.1,600,0,475,315,180,35.950,0.7
0,GasterBlaster,0.1,600,0,305,160,90,35.975,0.7
0,GasterBlaster,0.1,600,0,475,320,180,36,0.7
0,GasterBlaster,0.1,600,0,300,160,90,36.025,0.7
0,GasterBlaster,0.1,600,0,475,325,180,36.050,0.7
0,GasterBlaster,0.1,600,0,295,160,90,36.075,0.7
0,GasterBlaster,0.1,600,0,475,330,180,36.100,0.7
0,GasterBlaster,0.1,600,0,290,160,90,36.125,0.7
0,GasterBlaster,0.1,600,0,475,335,180,36.150,0.7
0,GasterBlaster,0.1,600,0,285,160,90,36.175,0.7
0,GasterBlaster,0.1,600,0,475,340,180,36.200,0.7
0,GasterBlaster,0.1,600,0,280,160,90,36.225,0.7
0,GasterBlaster,0.1,600,0,475,345,180,36.250,0.7
0,GasterBlaster,0.1,600,0,275,160,90,36.275,0.7
0,GasterBlaster,0.1,600,0,475,350,180,36.300,0.7
0,GasterBlaster,0.1,600,0,270,160,90,36.325,0.7
0,GasterBlaster,0.1,600,0,475,355,180,36.350,0.7








0.8,GasterBlaster,0.1,0,600,437,455,224,32.5,0.6                 
0,GasterBlaster,0.1,0,600,467,455,224,32.5,0.6
0,GasterBlaster,0.1,0,600,497,455,224,32.5,0.6
0,GasterBlaster,0.1,0,600,527,455,224,32.5,0.6
0,GasterBlaster,0.1,0,600,557,455,224,32.5,0.6
0,GasterBlaster,0.1,0,600,587,455,224,32.5,0.6
0,GasterBlaster,0.1,0,600,617,455,224,32.5,0.6
0,GasterBlaster,0.1,0,600,216,455,315,32.5,0.6
0,GasterBlaster,0.1,0,600,186,455,315,32.5,0.6
0,GasterBlaster,0.1,0,600,156,455,315,32.5,0.6
0,GasterBlaster,0.1,0,600,126,455,315,32.5,0.6
0,GasterBlaster,0.1,0,600,96,455,315,32.5,0.6
0,GasterBlaster,0.1,0,600,66,455,315,32.5,0.6
0,GasterBlaster,0.1,0,600,36,455,315,32.5,0.6




0.8,GasterBlaster,0.1,0,300,320,160,90,37,0.6
0,GasterBlaster,0.1,600,600,175,305,360,37,0.6
0,GasterBlaster,0.1,600,600,465,305,180,37,0.6
0,GasterBlaster,0.1,300,600,320,455,270,37,0.6
0,GasterBlaster,0.1,0,600,186,445,315,37,0.6
0,GasterBlaster,0.1,0,600,467,445,224,37,0.6
0,GasterBlaster,0.1,0,600,460,170,136,37,0.6
0,GasterBlaster,0.1,0,600,186,170,44.5,37,0.6


0.8,GasterBlaster,2,0,600,241.5,460,270,38,0.6                       
0,GasterBlaster,2,0,600,170,385,360,38,0.6
0,GasterBlaster,2,0,600,186,445,315,38,0.6


0.8,GasterBlaster,0.1,0,600,460,170,136,39,0.6
0,GasterBlaster,0.1,0,600,186,170,44.5,39,0.6
0,GasterBlaster,2,600,0,320,130,90,39,0.6


0,GasterBlaster,1,600,0,500,308,180,39,0.6
0,GasterBlaster,1,0,0,144,308,360,39,0.6


0.8,GasterBlaster,1.5,600,300,320,160,90,40,0.6
0,GasterBlaster,1.5,600,600,260,168,67.5,40,0.6
0,GasterBlaster,1.5,600,300,377,172,110,40,0.6


0.8,GasterBlaster,1.5,0,600,186,445,315,41,0.6
0,GasterBlaster,1.5,0,600,467,445,224,41,0.6
0,GasterBlaster,1.5,300,600,320,455,270,41,0.6
0,GasterBlaster,1,0,600,170,385,360,41,0.6
0,GasterBlaster,1,600,0,470,230,180,41,0.6

0.8,GasterBlaster,2,0,600,186,445,315,42,0.6
0,GasterBlaster,2,0,600,467,445,224,42,0.6
0,GasterBlaster,2,0,600,460,170,136,42,0.6
0,GasterBlaster,2,0,600,186,170,44.5,42,0.6
0,GasterBlaster,2,600,600,175,305,360,42,0.6
0,GasterBlaster,2,600,600,465,305,180,42,0.6

43.5,SansText,well.....,,
0,SansText,thats it.....,,
0,SansHead,ClosedEyes,,
0,SansTorso,Shrug,,
0,SansText,Guess..i cant beat yea,,
0,SansTorso,Default,,
2,SansText,or can i?..,,
0,SansHead,BlueEye,,


0,CombatZoneResize,310.5,295,337,325,,,,
                   x   y   x   y
0,GasterBlaster,2,600,600,210,305,360,3,10
0,GasterBlaster,2,600,600,435,308,180,3,10
0,GasterBlaster,2,300,600,325,420,270,3,10
0,GasterBlaster,2,600,300,325,198,90,3,10
0,GasterBlaster,2,600,600,210,305,360,3,10
0,GasterBlaster,2,600,600,435,308,180,3,10
0,GasterBlaster,2,300,600,325,420,270,3,10
0,GasterBlaster,2,600,300,325,198,90,3,10
0,GasterBlaster,2,600,600,210,305,360,3,10
0,GasterBlaster,2,600,600,435,308,180,3,10
0,GasterBlaster,2,300,600,325,420,270,3,10
0,GasterBlaster,2,600,300,325,198,90,3,10
0,GasterBlaster,2,600,600,210,305,360,3,10
0,GasterBlaster,2,600,600,435,308,180,3,10
0,GasterBlaster,2,300,600,325,420,270,3,10
0,GasterBlaster,2,600,300,325,198,90,3,10






























